,品类,日期,数量
50758,度假鞋,2017-02-06,0.0
50759,度假鞋,2017-02-08,0.0
50760,度假鞋,2017-02-09,0.0
50761,度假鞋,2017-02-10,0.0
50762,度假鞋,2017-02-11,0.0
50763,度假鞋,2017-02-12,0.0
50764,度假鞋,2017-02-13,0.0
50765,度假鞋,2017-02-14,0.0
50766,度假鞋,2017-02-15,0.0
50767,度假鞋,2017-02-16,0.0
50768,度假鞋,2017-02-17,0.0
50769,度假鞋,2017-02-18,0.0
50770,度假鞋,2017-02-19,0.0
50771,度假鞋,2017-02-20,0.0
50772,度假鞋,2017-02-21,0.0
50773,度假鞋,2017-02-22,0.0
50774,度假鞋,2017-02-23,0.0
50775,度假鞋,2017-02-24,0.0
50776,度假鞋,2017-02-25,0.0
50777,度假鞋,2017-02-26,0.0
50778,度假鞋,2017-02-27,0.0
50779,度假鞋,2017-02-28,0.0
50780,度假鞋,2017-03-01,0.0
50781,度假鞋,2017-03-02,0.0
50782,度假鞋,2017-03-07,0.0
50783,度假鞋,2017-03-10,0.0
50784,度假鞋,2017-10-25,0.0
50785,度假鞋,2017-11-01,0.0
50786,度假鞋,2017-11-03,0.0
50787,度假鞋,2017-11-04,0.0
50788,度假鞋,2017-11-05,0.0
50789,度假鞋,2017-11-10,0.0
50790,度假鞋,2017-11-11,0.0
50791,度假鞋,2017-11-13,0.0
50792,度假鞋,2017-11-14,0.0
50793,度假鞋,2017-11-15,0.0
50794,度假鞋,2017-11-16,0.0
50795,度假鞋,2017-11-17,0.0
50796,度假鞋,2017-11-18,0.0
50797,度假鞋,2017-11-19,0.0
50798,度假鞋,2017-11-20,0.0
50799,度假鞋,2017-11-21,0.0
50800,度假鞋,2017-11-22,0.0
50801,度假鞋,2017-11-23,0.0
50802,度假鞋,2017-11-24,0.0
50803,度假鞋,2017-11-25,0.0
50804,度假鞋,2017-11-26,0.0
50805,度假鞋,2017-11-27,0.0
50806,度假鞋,2017-11-28,0.0
50807,度假鞋,2017-11-29,0.0
50808,度假鞋,2017-11-30,0.0
50809,度假鞋,2017-12-01,0.0
50810,度假鞋,2017-12-02,0.0
50811,度假鞋,2017-12-03,0.0
50812,度假鞋,2017-12-04,0.0
50813,度假鞋,2017-12-05,0.0
50814,度假鞋,2017-12-06,0.0
50815,度假鞋,2017-12-07,0.0
50816,度假鞋,2017-12-08,0.0
50817,度假鞋,2017-12-09,0.0
50818,度假鞋,2017-12-10,0.0
50819,度假鞋,2017-12-11,0.0
50820,度假鞋,2017-12-12,0.0
50821,度假鞋,2017-12-13,0.0
50822,度假鞋,2017-12-14,0.0
50823,度假鞋,2017-12-15,0.0
50824,度假鞋,2017-12-16,0.0
50825,度假鞋,2017-12-17,0.0
50826,度假鞋,2017-12-18,0.0
50827,度假鞋,2017-12-19,0.0
50828,度假鞋,2017-12-20,0.0
50829,度假鞋,2017-12-21,0.0
50830,度假鞋,2017-12-22,0.0
50831,度假鞋,2017-12-23,0.0
50832,度假鞋,2017-12-24,0.0
50833,度假鞋,2017-12-25,0.0
50834,度假鞋,2017-12-26,0.0
50835,度假鞋,2017-12-27,0.0
50836,度假鞋,2017-12-28,0.0
50837,度假鞋,2017-12-29,0.0
50838,度假鞋,2017-12-30,0.0
50839,度假鞋,2017-12-31,0.0
50840,时装坡跟鞋,2017-11-15,0.0
50841,时装运动鞋,2017-01-01,0.0
50842,时装运动鞋,2017-01-02,0.0
50843,时装运动鞋,2017-01-03,0.0
50844,时装运动鞋,2017-01-04,0.0
50845,时装运动鞋,2017-01-05,0.0
50846,时装运动鞋,2017-01-06,0.0
50847,时装运动鞋,2017-01-07,0.0
50848,时装运动鞋,2017-01-08,0.0
50849,时装运动鞋,2017-01-09,0.0
50850,时装运动鞋,2017-01-10,0.0
50851,时装运动鞋,2017-01-11,0.0
50852,时装运动鞋,2017-01-12,0.0
50853,时装运动鞋,2017-01-13,0.0
50854,时装运动鞋,2017-01-14,0.0
50855,时装运动鞋,2017-01-15,0.0
50856,时装运动鞋,2017-01-16,0.0
50857,时装运动鞋,2017-01-17,0.0
50858,时装运动鞋,2017-01-18,0.0
50859,时装运动鞋,2017-01-19,0.0
50860,时装运动鞋,2017-01-20,0.0
50861,时装运动鞋,2017-01-21,0.0
50862,时装运动鞋,2017-01-22,0.0
50863,时装运动鞋,2017-01-23,0.0
50864,时装运动鞋,2017-01-24,0.0
50865,时装运动鞋,2017-01-25,0.0
50866,时装运动鞋,2017-01-26,0.0
50867,时装运动鞋,2017-01-27,0.0
50868,时装运动鞋,2017-01-28,0.0
50869,时装运动鞋,2017-01-29,0.0
50870,时装运动鞋,2017-01-30,0.0
50871,时装运动鞋,2017-01-31,0.0
50872,时装运动鞋,2017-02-01,0.0
50873,时装运动鞋,2017-02-02,0.0
50874,时装运动鞋,2017-02-03,0.0
50875,时装运动鞋,2017-02-04,0.0
50876,时装运动鞋,2017-02-05,0.0
50877,时装运动鞋,2017-02-06,0.0
50878,时装运动鞋,2017-02-07,0.0
50879,时装运动鞋,2017-02-08,0.0
50880,时装运动鞋,2017-02-09,0.0
50881,时装运动鞋,2017-02-10,0.0
50882,时装运动鞋,2017-02-11,0.0
50883,时装运动鞋,2017-02-12,0.0
50884,时装运动鞋,2017-02-13,0.0
50885,时装运动鞋,2017-02-14,0.0
50886,时装运动鞋,2017-02-15,0.0
50887,时装运动鞋,2017-02-16,0.0
50888,时装运动鞋,2017-02-17,0.0
50889,时装运动鞋,2017-02-18,0.0
50890,时装运动鞋,2017-02-19,0.0
50891,时装运动鞋,2017-02-20,0.0
50892,时装运动鞋,2017-02-21,0.0
50893,时装运动鞋,2017-02-22,0.0
50894,时装运动鞋,2017-02-23,0.0
50895,时装运动鞋,2017-02-24,0.0
50896,时装运动鞋,2017-02-25,0.0
50897,时装运动鞋,2017-02-26,0.0
50898,时装运动鞋,2017-02-27,0.0
50899,时装运动鞋,2017-02-28,0.0
50900,时装运动鞋,2017-03-01,0.0
50901,时装运动鞋,2017-03-02,0.0
50902,时装运动鞋,2017-03-03,0.0
50903,时装运动鞋,2017-03-04,0.0
50904,时装运动鞋,2017-03-05,0.0
50905,时装运动鞋,2017-03-06,0.0
50906,时装运动鞋,2017-03-07,0.0
50907,时装运动鞋,2017-03-08,0.0
50908,时装运动鞋,2017-03-09,0.0
50909,时装运动鞋,2017-03-10,0.0
50910,时装运动鞋,2017-03-11,0.0
50911,时装运动鞋,2017-03-12,0.0
50912,时装运动鞋,2017-03-13,0.0
50913,时装运动鞋,2017-03-14,0.0
50914,时装运动鞋,2017-03-15,0.0
50915,时装运动鞋,2017-03-16,0.0
50916,时装运动鞋,2017-03-17,0.0
50917,时装运动鞋,2017-03-18,0.0
50918,时装运动鞋,2017-03-19,0.0
50919,时装运动鞋,2017-03-20,0.0
50920,时装运动鞋,2017-03-21,0.0
50921,时装运动鞋,2017-03-22,0.0
50922,时装运动鞋,2017-03-23,0.0
50923,时装运动鞋,2017-03-24,0.0
50924,时装运动鞋,2017-03-25,0.0
50925,时装运动鞋,2017-03-26,0.0
50926,时装运动鞋,2017-03-27,0.0
50927,时装运动鞋,2017-03-28,0.0
50928,时装运动鞋,2017-03-29,0.0
50929,时装运动鞋,2017-03-30,0.0
50930,时装运动鞋,2017-03-31,0.0
50931,时装运动鞋,2017-04-01,0.0
50932,时装运动鞋,2017-04-02,0.0
50933,时装运动鞋,2017-04-03,0.0
50934,时装运动鞋,2017-04-04,0.0
50935,时装运动鞋,2017-04-05,0.0
50936,时装运动鞋,2017-04-06,0.0
50937,时装运动鞋,2017-04-07,0.0
50938,时装运动鞋,2017-04-08,0.0
50939,时装运动鞋,2017-04-09,0.0
50940,时装运动鞋,2017-04-10,0.0
50941,时装运动鞋,2017-04-11,0.0
50942,时装运动鞋,2017-04-12,0.0
50943,时装运动鞋,2017-04-13,0.0
50944,时装运动鞋,2017-04-14,0.0
50945,时装运动鞋,2017-04-15,0.0
50946,时装运动鞋,2017-04-16,0.0
50947,时装运动鞋,2017-04-17,0.0
50948,时装运动鞋,2017-04-18,0.0
50949,时装运动鞋,2017-04-19,0.0
50950,时装运动鞋,2017-04-20,0.0
50951,时装运动鞋,2017-04-21,0.0
50952,时装运动鞋,2017-04-22,0.0
50953,时装运动鞋,2017-04-23,0.0
50954,时装运动鞋,2017-04-24,0.0
50955,时装运动鞋,2017-04-25,0.0
50956,时装运动鞋,2017-04-26,0.0
50957,时装运动鞋,2017-04-27,0.0
50958,时装运动鞋,2017-04-28,0.0
50959,时装运动鞋,2017-04-29,0.0
50960,时装运动鞋,2017-04-30,0.0
50961,时装运动鞋,2017-05-01,0.0
50962,时装运动鞋,2017-05-02,0.0
50963,时装运动鞋,2017-05-03,0.0
50964,时装运动鞋,2017-05-04,0.0
50965,时装运动鞋,2017-05-05,0.0
50966,时装运动鞋,2017-05-06,0.0
50967,时装运动鞋,2017-05-07,0.0
50968,时装运动鞋,2017-05-08,0.0
50969,时装运动鞋,2017-05-09,0.0
50970,时装运动鞋,2017-05-10,0.0
50971,时装运动鞋,2017-05-11,0.0
50972,时装运动鞋,2017-05-12,0.0
50973,时装运动鞋,2017-05-13,0.0
50974,时装运动鞋,2017-05-14,0.0
50975,时装运动鞋,2017-05-15,0.0
50976,时装运动鞋,2017-05-16,0.0
50977,时装运动鞋,2017-05-17,0.0
50978,时装运动鞋,2017-05-18,0.0
50979,时装运动鞋,2017-05-19,0.0
50980,时装运动鞋,2017-05-20,0.0
50981,时装运动鞋,2017-05-21,0.0
50982,时装运动鞋,2017-05-22,0.0
50983,时装运动鞋,2017-05-23,0.0
50984,时装运动鞋,2017-05-24,0.0
50985,时装运动鞋,2017-05-25,0.0
50986,时装运动鞋,2017-05-26,0.0
50987,时装运动鞋,2017-05-27,0.0
50988,时装运动鞋,2017-05-28,0.0
50989,时装运动鞋,2017-05-29,0.0
50990,时装运动鞋,2017-05-30,0.0
50991,时装运动鞋,2017-05-31,0.0
50992,时装运动鞋,2017-06-01,0.0
50993,时装运动鞋,2017-06-02,0.0
50994,时装运动鞋,2017-06-03,0.0
50995,时装运动鞋,2017-06-04,0.0
50996,时装运动鞋,2017-06-05,0.0
50997,时装运动鞋,2017-06-06,0.0
50998,时装运动鞋,2017-06-07,0.0
50999,时装运动鞋,2017-06-08,0.0
51000,时装运动鞋,2017-06-09,0.0
51001,时装运动鞋,2017-06-10,0.0
51002,时装运动鞋,2017-06-11,0.0
51003,时装运动鞋,2017-06-12,0.0
51004,时装运动鞋,2017-06-13,0.0
51005,时装运动鞋,2017-06-14,0.0
51006,时装运动鞋,2017-06-15,0.0
51007,时装运动鞋,2017-06-16,0.0
51008,时装运动鞋,2017-06-17,0.0
51009,时装运动鞋,2017-06-18,0.0
51010,时装运动鞋,2017-06-19,0.0
51011,时装运动鞋,2017-06-20,0.0
51012,时装运动鞋,2017-06-21,0.0
51013,时装运动鞋,2017-06-22,0.0
51014,时装运动鞋,2017-06-23,0.0
51015,时装运动鞋,2017-06-24,0.0
51016,时装运动鞋,2017-06-25,0.0
51017,时装运动鞋,2017-06-26,0.0
51018,时装运动鞋,2017-06-27,0.0
51019,时装运动鞋,2017-06-28,0.0
51020,时装运动鞋,2017-06-29,0.0
51021,时装运动鞋,2017-06-30,0.0
51022,时装运动鞋,2017-07-01,0.0
51023,时装运动鞋,2017-07-02,0.0
51024,时装运动鞋,2017-07-03,0.0
51025,时装运动鞋,2017-07-04,0.0
51026,时装运动鞋,2017-07-05,0.0
51027,时装运动鞋,2017-07-06,0.0
51028,时装运动鞋,2017-07-07,0.0
51029,时装运动鞋,2017-07-08,0.0
51030,时装运动鞋,2017-07-09,0.0
51031,时装运动鞋,2017-07-10,0.0
51032,时装运动鞋,2017-07-11,0.0
51033,时装运动鞋,2017-07-12,0.0
51034,时装运动鞋,2017-07-13,0.0
51035,时装运动鞋,2017-07-14,0.0
51036,时装运动鞋,2017-07-15,0.0
51037,时装运动鞋,2017-07-16,0.0
51038,时装运动鞋,2017-07-17,0.0
51039,时装运动鞋,2017-07-18,0.0
51040,时装运动鞋,2017-07-19,0.0
51041,时装运动鞋,2017-07-20,0.0
51042,时装运动鞋,2017-07-21,0.0
51043,时装运动鞋,2017-07-22,0.0
51044,时装运动鞋,2017-07-23,0.0
51045,时装运动鞋,2017-07-24,0.0
51046,时装运动鞋,2017-07-25,0.0
51047,时装运动鞋,2017-07-26,0.0
51048,时装运动鞋,2017-07-27,0.0
51049,时装运动鞋,2017-07-28,0.0
51050,时装运动鞋,2017-07-29,0.0
51051,时装运动鞋,2017-07-30,0.0
51052,时装运动鞋,2017-07-31,0.0
51053,时装运动鞋,2017-08-01,0.0
51054,时装运动鞋,2017-08-02,0.0
51055,时装运动鞋,2017-08-03,0.0
51056,时装运动鞋,2017-08-04,0.0
51057,时装运动鞋,2017-08-05,0.0
51058,时装运动鞋,2017-08-06,0.0
51059,时装运动鞋,2017-08-07,0.0
51060,时装运动鞋,2017-08-08,0.0
51061,时装运动鞋,2017-08-09,0.0
51062,时装运动鞋,2017-08-10,0.0
51063,时装运动鞋,2017-08-11,0.0
51064,时装运动鞋,2017-08-12,0.0
51065,时装运动鞋,2017-08-13,0.0
51066,时装运动鞋,2017-08-14,0.0
51067,时装运动鞋,2017-08-15,0.0
51068,时装运动鞋,2017-08-16,0.0
51069,时装运动鞋,2017-08-17,0.0
51070,时装运动鞋,2017-08-18,0.0
51071,时装运动鞋,2017-08-19,0.0
51072,时装运动鞋,2017-08-20,0.0
51073,时装运动鞋,2017-08-21,0.0
51074,时装运动鞋,2017-08-22,0.0
51075,时装运动鞋,2017-08-23,0.0
51076,时装运动鞋,2017-08-24,0.0
51077,时装运动鞋,2017-08-25,0.0
51078,时装运动鞋,2017-08-26,0.0
51079,时装运动鞋,2017-08-27,0.0
51080,时装运动鞋,2017-08-28,0.0
51081,时装运动鞋,2017-08-29,0.0
51082,时装运动鞋,2017-08-30,0.0
51083,时装运动鞋,2017-08-31,0.0
51084,时装运动鞋,2017-09-01,0.0
51085,时装运动鞋,2017-09-02,0.0
51086,时装运动鞋,2017-09-03,0.0
51087,时装运动鞋,2017-09-04,0.0
51088,时装运动鞋,2017-09-05,0.0
51089,时装运动鞋,2017-09-06,0.0
51090,时装运动鞋,2017-09-07,0.0
51091,时装运动鞋,2017-09-08,0.0
51092,时装运动鞋,2017-09-09,0.0
51093,时装运动鞋,2017-09-10,0.0
51094,时装运动鞋,2017-09-11,0.0
51095,时装运动鞋,2017-09-12,0.0
51096,时装运动鞋,2017-09-13,0.0
51097,时装运动鞋,2017-09-14,0.0
51098,时装运动鞋,2017-09-15,0.0
51099,时装运动鞋,2017-09-16,0.0
51100,时装运动鞋,2017-09-17,0.0
51101,时装运动鞋,2017-09-18,0.0
51102,时装运动鞋,2017-09-19,0.0
51103,时装运动鞋,2017-09-20,0.0
51104,时装运动鞋,2017-09-21,0.0
51105,时装运动鞋,2017-09-22,0.0
51106,时装运动鞋,2017-09-23,0.0
51107,时装运动鞋,2017-09-24,0.0
51108,时装运动鞋,2017-09-25,0.0
51109,时装运动鞋,2017-09-26,0.0
51110,时装运动鞋,2017-09-27,0.0
51111,时装运动鞋,2017-09-28,0.0
51112,时装运动鞋,2017-09-29,0.0
51113,时装运动鞋,2017-09-30,0.0
51114,时装运动鞋,2017-10-01,0.0
51115,时装运动鞋,2017-10-02,0.0
51116,时装运动鞋,2017-10-03,0.0
51117,时装运动鞋,2017-10-04,0.0
51118,时装运动鞋,2017-10-05,0.0
51119,时装运动鞋,2017-10-06,0.0
51120,时装运动鞋,2017-10-07,0.0
51121,时装运动鞋,2017-10-08,0.0
51122,时装运动鞋,2017-10-09,0.0
51123,时装运动鞋,2017-10-10,0.0
51124,时装运动鞋,2017-10-11,0.0
51125,时装运动鞋,2017-10-12,0.0
51126,时装运动鞋,2017-10-13,0.0
51127,时装运动鞋,2017-10-14,0.0
51128,时装运动鞋,2017-10-15,0.0
51129,时装运动鞋,2017-10-16,0.0
51130,时装运动鞋,2017-10-17,0.0
51131,时装运动鞋,2017-10-18,0.0
51132,时装运动鞋,2017-10-19,0.0
51133,时装运动鞋,2017-10-20,0.0
51134,时装运动鞋,2017-10-21,0.0
51135,时装运动鞋,2017-10-22,0.0
51136,时装运动鞋,2017-10-23,0.0
51137,时装运动鞋,2017-10-24,0.0
51138,时装运动鞋,2017-10-25,0.0
51139,时装运动鞋,2017-10-26,0.0
51140,时装运动鞋,2017-10-27,0.0
51141,时装运动鞋,2017-10-28,0.0
51142,时装运动鞋,2017-10-29,0.0
51143,时装运动鞋,2017-10-30,0.0
51144,时装运动鞋,2017-10-31,0.0
51145,时装运动鞋,2017-11-01,0.0
51146,时装运动鞋,2017-11-02,0.0
51147,时装运动鞋,2017-11-03,0.0
51148,时装运动鞋,2017-11-04,0.0
51149,时装运动鞋,2017-11-05,0.0
51150,时装运动鞋,2017-11-06,0.0
51151,时装运动鞋,2017-11-07,0.0
51152,时装运动鞋,2017-11-08,0.0
51153,时装运动鞋,2017-11-09,0.0
51154,时装运动鞋,2017-11-10,0.0
51155,时装运动鞋,2017-11-11,0.0
51156,时装运动鞋,2017-11-12,0.0
51157,时装运动鞋,2017-11-13,0.0
51158,时装运动鞋,2017-11-14,0.0
51159,时装运动鞋,2017-11-15,0.0
51160,时装运动鞋,2017-11-16,0.0
51161,时装运动鞋,2017-11-17,0.0
51162,时装运动鞋,2017-11-18,0.0
51163,时装运动鞋,2017-11-19,0.0
51164,时装运动鞋,2017-11-20,0.0
51165,时装运动鞋,2017-11-21,0.0
51166,时装运动鞋,2017-11-22,0.0
51167,时装运动鞋,2017-11-23,0.0
51168,时装运动鞋,2017-11-24,0.0
51169,时装运动鞋,2017-11-25,0.0
51170,时装运动鞋,2017-11-26,0.0
51171,时装运动鞋,2017-11-27,0.0
51172,时装运动鞋,2017-11-28,0.0
51173,时装运动鞋,2017-11-29,0.0
51174,时装运动鞋,2017-11-30,0.0
51175,时装运动鞋,2017-12-01,0.0
51176,时装运动鞋,2017-12-02,0.0
51177,时装运动鞋,2017-12-03,0.0
51178,时装运动鞋,2017-12-04,0.0
51179,时装运动鞋,2017-12-05,0.0
51180,时装运动鞋,2017-12-06,0.0
51181,时装运动鞋,2017-12-07,0.0
51182,时装运动鞋,2017-12-08,0.0
51183,时装运动鞋,2017-12-09,0.0
51184,时装运动鞋,2017-12-10,0.0
51185,时装运动鞋,2017-12-11,0.0
51186,时装运动鞋,2017-12-12,0.0
51187,时装运动鞋,2017-12-13,0.0
51188,时装运动鞋,2017-12-14,0.0
51189,时装运动鞋,2017-12-15,0.0
51190,时装运动鞋,2017-12-16,0.0
51191,时装运动鞋,2017-12-17,0.0
51192,时装运动鞋,2017-12-18,0.0
51193,时装运动鞋,2017-12-19,0.0
51194,时装运动鞋,2017-12-20,0.0
51195,时装运动鞋,2017-12-21,0.0
51196,时装运动鞋,2017-12-22,0.0
51197,时装运动鞋,2017-12-23,0.0
51198,时装运动鞋,2017-12-24,0.0
51199,时装运动鞋,2017-12-25,0.0
51200,时装运动鞋,2017-12-26,0.0
51201,时装运动鞋,2017-12-27,0.0
51202,时装运动鞋,2017-12-28,0.0
51203,时装运动鞋,2017-12-29,0.0
51204,时装运动鞋,2017-12-30,0.0
51205,时装运动鞋,2017-12-31,0.0
51206,朋克鞋,2017-01-01,0.0
51207,朋克鞋,2017-01-02,0.0
51208,朋克鞋,2017-01-03,0.0
51209,朋克鞋,2017-01-04,0.0
51210,朋克鞋,2017-01-05,0.0
51211,朋克鞋,2017-01-06,0.0
51212,朋克鞋,2017-01-07,0.0
51213,朋克鞋,2017-01-08,0.0
51214,朋克鞋,2017-01-09,0.0
51215,朋克鞋,2017-01-10,0.0
51216,朋克鞋,2017-01-11,0.0
51217,朋克鞋,2017-01-12,0.0
51218,朋克鞋,2017-01-13,0.0
51219,朋克鞋,2017-01-14,0.0
51220,朋克鞋,2017-01-15,0.0
51221,朋克鞋,2017-01-16,0.0
51222,朋克鞋,2017-01-17,0.0
51223,朋克鞋,2017-01-18,0.0
51224,朋克鞋,2017-01-19,0.0
51225,朋克鞋,2017-01-20,0.0
51226,朋克鞋,2017-01-21,0.0
51227,朋克鞋,2017-01-22,0.0
51228,朋克鞋,2017-01-23,0.0
51229,朋克鞋,2017-01-24,0.0
51230,朋克鞋,2017-01-25,0.0
51231,朋克鞋,2017-01-26,0.0
51232,朋克鞋,2017-01-27,0.0
51233,朋克鞋,2017-01-28,0.0
51234,朋克鞋,2017-01-29,0.0
51235,朋克鞋,2017-01-30,0.0
51236,朋克鞋,2017-01-31,0.0
51237,朋克鞋,2017-02-01,0.0
51238,朋克鞋,2017-02-02,0.0
51239,朋克鞋,2017-02-03,0.0
51240,朋克鞋,2017-02-04,0.0
51241,朋克鞋,2017-02-05,0.0
51242,朋克鞋,2017-02-06,0.0
51243,朋克鞋,2017-02-07,0.0
51244,朋克鞋,2017-02-08,0.0
51245,朋克鞋,2017-02-09,0.0
51246,朋克鞋,2017-02-10,0.0
51247,朋克鞋,2017-02-11,0.0
51248,朋克鞋,2017-02-12,0.0
51249,朋克鞋,2017-02-13,0.0
51250,朋克鞋,2017-02-14,0.0
51251,朋克鞋,2017-02-15,0.0
51252,朋克鞋,2017-02-16,0.0
51253,朋克鞋,2017-02-17,0.0
51254,朋克鞋,2017-02-18,0.0
51255,朋克鞋,2017-02-19,0.0
51256,朋克鞋,2017-02-20,0.0
51257,朋克鞋,2017-02-21,0.0
51258,朋克鞋,2017-02-22,0.0
51259,朋克鞋,2017-02-23,0.0
51260,朋克鞋,2017-02-24,0.0
51261,朋克鞋,2017-02-25,0.0
51262,朋克鞋,2017-02-26,0.0
51263,朋克鞋,2017-02-27,0.0
51264,朋克鞋,2017-02-28,0.0
51265,朋克鞋,2017-03-01,0.0
51266,朋克鞋,2017-03-02,0.0
51267,朋克鞋,2017-03-03,0.0
51268,朋克鞋,2017-03-04,0.0
51269,朋克鞋,2017-03-05,0.0
51270,朋克鞋,2017-03-06,0.0
51271,朋克鞋,2017-03-07,0.0
51272,朋克鞋,2017-03-08,0.0
51273,朋克鞋,2017-03-09,0.0
51274,朋克鞋,2017-03-10,0.0
51275,朋克鞋,2017-03-11,0.0
51276,朋克鞋,2017-03-12,0.0
51277,朋克鞋,2017-03-13,0.0
51278,朋克鞋,2017-03-14,0.0
51279,朋克鞋,2017-03-15,0.0
51280,朋克鞋,2017-03-16,0.0
51281,朋克鞋,2017-03-17,0.0
51282,朋克鞋,2017-03-18,0.0
51283,朋克鞋,2017-03-19,0.0
51284,朋克鞋,2017-03-20,0.0
51285,朋克鞋,2017-03-21,0.0
51286,朋克鞋,2017-03-22,0.0
51287,朋克鞋,2017-03-23,0.0
51288,朋克鞋,2017-03-24,0.0
51289,朋克鞋,2017-03-25,0.0
51290,朋克鞋,2017-03-26,0.0
51291,朋克鞋,2017-03-27,0.0
51292,朋克鞋,2017-03-28,0.0
51293,朋克鞋,2017-03-29,0.0
51294,朋克鞋,2017-03-30,0.0
51295,朋克鞋,2017-03-31,0.0
51296,朋克鞋,2017-04-01,0.0
51297,朋克鞋,2017-04-02,0.0
51298,朋克鞋,2017-04-03,0.0
51299,朋克鞋,2017-04-04,0.0
51300,朋克鞋,2017-04-05,0.0
51301,朋克鞋,2017-04-06,0.0
51302,朋克鞋,2017-04-07,0.0
51303,朋克鞋,2017-04-08,0.0
51304,朋克鞋,2017-04-09,0.0
51305,朋克鞋,2017-04-10,0.0
51306,朋克鞋,2017-04-11,0.0
51307,朋克鞋,2017-04-12,0.0
51308,朋克鞋,2017-04-13,0.0
51309,朋克鞋,2017-04-14,0.0
51310,朋克鞋,2017-04-15,0.0
51311,朋克鞋,2017-04-16,0.0
51312,朋克鞋,2017-04-17,0.0
51313,朋克鞋,2017-04-18,0.0
51314,朋克鞋,2017-04-19,0.0
51315,朋克鞋,2017-04-20,0.0
51316,朋克鞋,2017-04-21,0.0
51317,朋克鞋,2017-04-22,0.0
51318,朋克鞋,2017-04-23,0.0
51319,朋克鞋,2017-04-24,0.0
51320,朋克鞋,2017-04-25,0.0
51321,朋克鞋,2017-04-26,0.0
51322,朋克鞋,2017-04-27,0.0
51323,朋克鞋,2017-04-28,0.0
51324,朋克鞋,2017-04-29,0.0
51325,朋克鞋,2017-04-30,0.0
51326,朋克鞋,2017-05-01,0.0
51327,朋克鞋,2017-05-02,0.0
51328,朋克鞋,2017-05-03,0.0
51329,朋克鞋,2017-05-04,0.0
51330,朋克鞋,2017-05-05,0.0
51331,朋克鞋,2017-05-06,0.0
51332,朋克鞋,2017-05-07,0.0
51333,朋克鞋,2017-05-08,0.0
51334,朋克鞋,2017-05-09,0.0
51335,朋克鞋,2017-05-10,0.0
51336,朋克鞋,2017-05-11,0.0
51337,朋克鞋,2017-05-12,0.0
51338,朋克鞋,2017-05-13,0.0
51339,朋克鞋,2017-05-14,0.0
51340,朋克鞋,2017-05-15,0.0
51341,朋克鞋,2017-05-16,0.0
51342,朋克鞋,2017-05-17,0.0
51343,朋克鞋,2017-05-18,0.0
51344,朋克鞋,2017-05-19,0.0
51345,朋克鞋,2017-05-20,0.0
51346,朋克鞋,2017-05-21,0.0
51347,朋克鞋,2017-05-22,0.0
51348,朋克鞋,2017-05-23,0.0
51349,朋克鞋,2017-05-24,0.0
51350,朋克鞋,2017-05-25,0.0
51351,朋克鞋,2017-05-26,0.0
51352,朋克鞋,2017-05-27,0.0
51353,朋克鞋,2017-05-28,0.0
51354,朋克鞋,2017-05-29,0.0
51355,朋克鞋,2017-05-30,0.0
51356,朋克鞋,2017-05-31,0.0
51357,朋克鞋,2017-06-01,0.0
51358,朋克鞋,2017-06-02,0.0
51359,朋克鞋,2017-06-03,0.0
51360,朋克鞋,2017-06-04,0.0
51361,朋克鞋,2017-06-05,0.0
51362,朋克鞋,2017-06-06,0.0
51363,朋克鞋,2017-06-07,0.0
51364,朋克鞋,2017-06-08,0.0
51365,朋克鞋,2017-06-09,0.0
51366,朋克鞋,2017-06-10,0.0
51367,朋克鞋,2017-06-11,0.0
51368,朋克鞋,2017-06-12,0.0
51369,朋克鞋,2017-06-13,0.0
51370,朋克鞋,2017-06-14,0.0
51371,朋克鞋,2017-06-15,0.0
51372,朋克鞋,2017-06-16,0.0
51373,朋克鞋,2017-06-17,0.0
51374,朋克鞋,2017-06-18,0.0
51375,朋克鞋,2017-06-19,0.0
51376,朋克鞋,2017-06-20,0.0
51377,朋克鞋,2017-06-21,0.0
51378,朋克鞋,2017-06-22,0.0
51379,朋克鞋,2017-06-23,0.0
51380,朋克鞋,2017-06-24,0.0
51381,朋克鞋,2017-06-25,0.0
51382,朋克鞋,2017-06-26,0.0
51383,朋克鞋,2017-06-27,0.0
51384,朋克鞋,2017-06-28,0.0
51385,朋克鞋,2017-06-29,0.0
51386,朋克鞋,2017-06-30,0.0
51387,朋克鞋,2017-07-01,0.0
51388,朋克鞋,2017-07-02,0.0
51389,朋克鞋,2017-07-03,0.0
51390,朋克鞋,2017-07-04,0.0
51391,朋克鞋,2017-07-05,0.0
51392,朋克鞋,2017-07-06,0.0
51393,朋克鞋,2017-07-07,0.0
51394,朋克鞋,2017-07-08,0.0
51395,朋克鞋,2017-07-09,0.0
51396,朋克鞋,2017-07-10,0.0
51397,朋克鞋,2017-07-11,0.0
51398,朋克鞋,2017-07-12,0.0
51399,朋克鞋,2017-07-13,0.0
51400,朋克鞋,2017-07-14,0.0
51401,朋克鞋,2017-07-15,0.0
51402,朋克鞋,2017-07-16,0.0
51403,朋克鞋,2017-07-17,0.0
51404,朋克鞋,2017-07-18,0.0
51405,朋克鞋,2017-07-19,0.0
51406,朋克鞋,2017-07-20,0.0
51407,朋克鞋,2017-07-21,0.0
51408,朋克鞋,2017-07-22,0.0
51409,朋克鞋,2017-07-23,0.0
